,budget,genres,id,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,release_year,profit_loss
2203,30000000,"Drama, Action, Thriller, Romance",8198,"terror, journalist, lover (female), saigon, indochina",en,The Quiet American,5.133744,"Miramax Films, Intermedia Films, Mirage Enterprises",United States of America,27674124,101.0,"English, Français, Tiếng Việt",Released,The Quiet American,6.4,81,"Michael Caine, Brendan Fraser, Đỗ Thị Hải Yến, Tzi Ma, Rade Serbedzija, Robert Stanton, Holmes Osborne, Quang Hai, Ferdinand Hoang, Pham Thi Mai Hoa, Mathias Mlekuz, Kevin Tran, Lap Phan, Tim Bennett, Jeff Truman, Hong Nhung, Lucia Noyce, Hiliary Douglas, Daniel Hung, Nguyen Kim Hoan, Trinh Mal Nguyen, Trong Pham, Tran Do Luc, Nguyen Cong Ly, George Mangos, Natasha Hunter, Martine Monroe, Jose De la Vega, Roland Rohrer, Susan Parry, Nguyen Anh Dung, Peter Holdsworth, Ngoc Tuan Hoang, Trece Lambatan, Erwin Abarico, Jun Javier, Van Phuoc Nguyen, Mark Szeto, Askar Nurlanov, Douglas Gallagher, Nicholas Parry, Vov Dylan",2002,-2325876
2204,20000000,"Comedy, Drama",6963,"new york, chicago, midlife crisis, television, daughter, father, weatherman, terminal illness, wettermann",en,The Weather Man,14.031376999999999,"Paramount Pictures, Escape Artists, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG","Germany, United States of America",12482775,101.0,"Český, English",Released,The Weather Man,6.0,289,"Nicolas Cage, Michael Caine, Hope Davis, Gemmenne de la Peña, Nicholas Hoult, Michael Rispoli, Gil Bellows, Judith McConnell, Chris Marrs, Bryant Gumbel, Ed McMahon",2005,-7517225
2205,20000000,"Action, Adventure, Drama, Thriller",15070,sport,en,Undisputed,17.227376,"Miramax Films, Amen Ra Films",United States of America,12398628,96.0,English,Released,Undisputed,6.1,139,"Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker, Jon Seda, Ken Medlock, Wes Studi, Fisher Stevens, Dayton Callie, Amy Aquino, Johnny Williams, Joe D'Angerio, Nils Allen Stewart, Denis Arndt, Jim Lampley, Ed Lover, Master P, Michael Bailey Smith, Rose Rollins, Silkk Tha Shocker, C-Murder",2002,-7601372
2206,0,"Comedy, Fantasy, Romance",12797,"dying and death, misanthrope, lecture, cardiopulmonery resuscitation",en,Ghost Town,17.98817,"DreamWorks SKG, Spyglass Entertainment, Pariah",United States of America,0,102.0,"English, Español",Released,Ghost Town,6.4,286,"Ricky Gervais, Greg Kinnear, Téa Leoni, Billy Campbell, Jordan Carlos, DeQuina Moore, Joseph Badalucco Jr., Brian Hutchison, Julia K. Murney, Claire Lautier, Aasif Mandvi, Kristen Wiig, Joey Mazzarino, Aaron Tveit, Danai Gurira, Audrie Neenan, Deborah S. Craig, Betty Gilpin, Brad Oscar, Bridget Moloney, Raymond J. Lee, Tyree Michael Simpson, Kathleen Landis, Dylan Clark Marshall",2008,0
2207,20000000,"Action, Adventure, Drama, Thriller",17134,"police, cops, cat and mouse, family, revenge drama",en,12 Rounds,15.66135,"The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment, WWE Studios, Midnight Sun Pictures",United States of America,17280326,108.0,"Český, English",Released,12 Rounds,5.7,220,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris, Brian J. White, Gonzalo Menendez, Taylor Cole, Kyle Russell Clements, Peter 'Navy' Tuiasosopo, Travis Davis, Nick Gomez, Brian Stanton, Rosalind Rubin, Billy Slaughter, Kim Collins, Lara Grice, Wayne Ferrara, Douglas M. Griffin, Vincent Flood, Robert Pralgo, Wally Crowder, Luke Albright, Bryan Johnson, Luukas Harlin, John Wilmot, Louis Herthum, David Frye, Bill Martin Williams, J. Omar Castro, Brandi Coleman, Roy Huang, Mikki Val, Jada K. Cox, Pauline Boudreaux, Hunter Burke, Danie Coleman, George, Kimberly Bailey, Doug Burch, Catherine Cavadini, John DeMita, Tanya Vidal Dublin, Judi M. Durand, Greg Finley, Jeff Fischer, Peggy Flood, Barbara Harris, Amad Jackson, Terence Mathews, Daniel Mora, Levi Nuñez, Jason Pace, Richard Penn, Paige Pollack, Michael Ralph, David J. Randolph, Noreen Reardon, Vernon Scott, Cheryl Tyre Smith, Joel Swetow, Ruth Zalduondo",2009,-2719674
2208,20000000,"Drama, Horror, Mystery",41402,"vampire, child vampire, remake, bully, young boy, biting, dead boy, hammer horror, 1980s",en,Let Me In,19.705311,"Hammer Film Productions, EFTI, Exclusive Media Group, Overture Films","United Kingdom, United States of America",24145613,116.0,English,Released,Let Me In,6.7,641,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Elias Koteas, Sasha Barrese, Dylan Kenin, Dylan Minnette, Jimmy 'Jax' Pinchak, Nicolai Dorian, Seth Adkins, Ritchie Coster, Cara Buono, Chris Browning, Rebekah Wiggins, Ashton Moio, Brett DelBuono, Gwendolyn Apple, Colin Moretz, Rowbie Orsatti, Brenda Wehle, Galen Hutchison, Dean Satriano, Rachel Hroncich, Deborah L. Mazor",2010,4145613
2209,0,"Adventure, Action, Comedy, Family",18885,"underdog, hero, friendship, treasure hunt, friends, revenge, rivalry, good vs evil, youth, danger, escapade, young heroes, siblings relations, vigilantism, heroic mission, buddies, master villain, master warrior, contests and competitions",en,3 Ninjas Kick Back,2.645722,"TriStar Pictures, Sheen Productions, Ben-Ami/Leeds Productions","Japan, United States of America",0,93.0,"English, Français",Released,3 Ninjas Kick Back,4.5,48,"Victor Wong, Max Elliott Slade, Sean Fox, J. Evan Bonifant, Caroline Junko King, Dustin Nguyen, Alan McRae, Margarita Franco, Jason Schombing, Angelo Tiffe, Sab Shimono, Don Stark, Kellye Nakahara, Scott Caudill, Tommy Clark, Jeremy Linson, Brian Wagner, Maital Sabban, Gino Dentie, Marcus Giamatti, Jill Ito, Michael Paciorek, Donna Marie Recco, Joey Travolta, Robert Miano, Glen Chin, Killer Khan, Shiao-Hu Tso, Kazuaki Naruse, Syunichiro Yunoki, Hachiro Yamauchi, Toshiyo Matsunaga, Yoshiko Kamiya, Katsumi Honda, Shogo Nakajima, Kyogi Kamui, Seigen Nakayama, Ôfuji, Hayabusa Tenkomori, Shinoburyû, Kasugia, Naoki Fuji, Takao Ito, Kensuke Goto, Yousyu Kondo, Takeshi Yamamoto, Masaki Kiryu, Hideki Chiba, Norihito Yagami, Kazuya Matsui",1994,0
2210,0,"Drama, Comedy",4953,"camcorder, videoband, delusion, nuclear power plant, video store",en,Be Kind Rewind,17.662682999999994,"New Line Cinema, Partizan, Focus Features","United States of America, United Kingdom",0,102.0,English,Released,Be Kind Rewind,6.2,424,"Jack Black, Yasiin Bey, Danny Glover, Mia Farrow, Marcus Carl Franklin, Arjay Smith, Paul Dinello, Melonie Diaz, Sigourney Weaver",2008,0
2212,20000000,"Action, Thriller",146198,"heist, betrayal, dirty cop",en,Triple 9,29.371987,"Worldview Entertainment, Anonymous Content, MadRiver Pictures, Sierra Pictures, Surefire Capital",United States of America,12639297,115.0,English,Released,Triple 9,5.6,797,"Casey Affleck, Chiwetel Ejiofor, Woody Harrelson, Kate Winslet, Anthony Mackie, Aaron Paul, Norman Reedus, Gal Gadot, Teresa Palmer, Clifton Collins Jr, Michelle Ang, Luis Da Silva Jr., Michael Kenneth Williams, Terence Rosemore, Terri Abney, Alexander Babara, Anthony Belevtsov, Blake McLennan, Michael Harding, Labrandon Shead, Carlos Aviles, Ian Casselberry, E. Roger Mitchell, Armando Alonzo, Karen Kaia Livers, Igor Komar, Stephen Vining",2016,-7360703
2213,20000000,"Comedy, Drama",2639,"new york, writer's block, insanity, independent film, author",en,Deconstructing Harry,11.352692999999999,Fine Line Features,United States of America,10686841,96.0,English,Released,Deconstructing Harry,7.3,187,"Woody Allen, Kirstie Alley, Billy Crystal, Judy Davis, Caroline Aaron, Eric Bogosian, Amy Irving, Mariel Hemingway, Elisabeth Shue, Richard Benjamin, Bob Balaban, Tobey Maguire, Eric Lloyd, Robin Williams, Julia Louis-Dreyfus, Lynn Cohen, Julie Kavner, Demi Moore, Stanley Tucci, Jennifer Garner, Billy Crystal, Paul Giamatti",1997,-9313159
2214,20000000,"Comedy, Romance",10563,"gay, dance, architect, artist, tango, business man, spying, partnership, chief executive officer, deception, business partner, affair",en,Three to Tango,7.553773,"Village Roadshow Pictures, Warner Bros.","Australia, United States of America",0,98.0,English,Released,Three to Tango,5.4,62,"Matthew Perry, Neve Campbell, Dylan McDermott, Oliver Platt, Cylk Cozart, John C. McGinley, Bob Balaban, Deborah Rush, Kelly Rowan, Rick Gomez, Patrick Van Horn, David Ramsey, Kent Staines, Roger Dunn",1999,-20000000
2215,20000000,Drama,295964,"london england, cook, restaurant, diva, career, kitchen, redemption, drug, drug addict, chef, come back",en,Burnt,30.477114,"Double Feature Films, PeaPie Films, 3 Arts Entertainment",United States of America,36606743,100.0,"Français, English",Released,Burnt,6.3,950,"Bradley Cooper, Sienna Miller, Lily James, Alicia Vikander, Uma Thurman, Emma Thompson, Matthew Rhys, Daniel Brühl, Sarah Greene, Omar Sy, Sam Keeley, Chelsea Li, Riccardo Scamarcio, Christopher Heskey, Erica Emm",2015,16606743
2216,20000000,"Comedy, Crime, Drama",5971,"prison, prisoner, independent film",en,We're No Angels,9.927017999999999,Paramount Pictures,United States of America,0,106.0,"English, Magyar, Italiano",Released,We're No Angels,5.6,105,"Robert De Niro, Sean Penn, Demi Moore, Hoyt Axton, Bruno Kirby, Ray McAnally, James Russo, Wallace Shawn, John C. Reilly, Bill Murdoch, Richard Newman",1989,-20000000
2217,20000000,"Music, Comedy, Romance",9716,"paris, venice, adultery, robbery, lovesickness, dancer, airport, broken engagement, infidelity, montmartre, winter, marriage proposal, new love, restaurant, gondola, halloween, racehorse, lover, musical, grandfather, thanksgiving, senility, tourist, jogging, atheist, dysfunctional family, independent film, family relationships, mistaken identity, wealth, redemption, unfaithfulness, hospital, lingerie slip, escaped convict, singing, maid, new york city, divorce, urban setting, christmas eve, cult film, waiter, wake, jewelry store, unwanted kiss, funeral home, central park, ghost, opposites attract, engagement ring, jumping rope, autumn, trick or treating, flashback, park avenue, parolee, x-ray, jeweler, fiancée",en,Everyone Says I Love You,12.379781,Miramax Films,United States of America,0,101.0,English,Released,Everyone Says I Love You,6.5,147,"Drew Barrymore, Diva Gray, Natasha Lyonne, Edward Norton, Woody Allen, Goldie Hawn, Alan Alda, Julia Roberts, Tim Roth, Natalie Portman, Gaby Hoffmann, Billy Crudup, Robert Knepper, Lukas Haas, Patrick Cranshaw, Kevin Hagan, Trude Klein, Itzhak Perlman, Isiah Whitlock Jr., Edward Hibbert, Colleen Dunn, Susan Misner, Frederick Rolf, Timothy Jerome, Daisy Prince, Ruth Gottschall, Monica McSwain, Jill Nicklaus, Myra Lucretia Taylor, Paolo Seganti, Robert Khakh, Scotty Bloch, David Ogden Stiers, Valda Setterfield, Tony Sirico, Ray Garvey, Christy Carlson Romano, Gabriel Millman, Ed Hodson, Darren Lee, Cynthia Onrubia, Nancy Ticotin, Emily Bindiger, Michael Mark, Chris Cardona, Olivia Hayman, Ami Almendral, Madeline Balmaceda, Vivian Cherry, Tommie Baxter, Jeff DeRocker, Cherylyn Jones, Tina Paul, Vikki Schnurr, Navah Perlman, Barbara Hollander, John Griffin, Waltrudis Buck, Kevin Bogue, Pamela Everett, Gregory Mitchell, Dana Moore, Troy Myers, Joe Orrach, Michael O'Steen, Luis Martin Perez, Krissy Richmond, Linda Kuriloff, Helen Miles, Arlene Martin, Rene Ceballos, Colton Green, Lisa LeGuillou, Joe Locarro, Andrew Pacho, John Selya, Jo Telford, Andrea Piedimonte, Gerry Burkhardt, Eileen Casey, Shelley Frankel, Fred Mann III, Kathy Sanson, Frank Pietri, Robert Walker, Devalle Hayes, Damon McCloud, Tommy John, Lindsy Canuel, Richard Cummings, Kristen Pettet, Patrick Lavery, Jonathan Giordano, Michel Moinot, Don Correia, Sean Grant, Roland Hayes, Delphine T. Mantz, Joanne McHugh, John Mineo, Willie Rosario, Jerome Vivona, Cindy Cobitt, Al Dana, Kevin De Simone, Paul Evans, Chrissy Faith, Jeff Lyons, Jenna Miles, Robert Ragaini, Lenny Roberts, Annette Sanders, Terry Textor, Vanéese Y. Thomas, Ashley H. Wilkinson, Lisa Cangelosi, Malinda Farrington",1996,-20000000
2218,20000000,"Action, Crime, Drama, Thriller",11835,"loss of son, repayment, revenge, murder, gang, police officer killed, hospital, extreme violence, justice, hoodlum, semiautomatic pistol, finger gun",en,Death Sentence,12.643703,"Twentieth Century Fox Film Corporation, Dune Entertainment, Baldwin Entertainment Group, Hyde Park Entertainment, Brass Hat Films",United States of America,16974459,105.0,English,Released,Death Sentence,6.5,297,"Kevin Bacon, Garrett Hedlund, Kelly Preston, Jordan Garrett, John Goodman, Aisha Tyler, Stuart Lafferty, Matt O'Leary, Edi Gathegi, Hector Atreyu Ruiz, Kanin Howell, Dennis Keiffer, Freddy Bouciegues, Leigh Whannell",2007,-3025541
2219,21000000,Drama,26171,"family relationships, doctor, retired, visit, widower, duringcreditsstinger, heart trouble",en,Everybody's Fine,15.440465,"Miramax Films, Hollywood Gang Productions, Radar Pictures",United States of America,0,99.0,English,Released,Everybody's Fine,6.5,284,"Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell, Melissa Leo, Damian Young, James Frain, Katherine Moennig, Brendan Sexton III, James Murtaugh, Austin Lysy, Chandler Frantz, Lily Mo Sheen, Seamus Davey-Fitzpatrick, Lucian Maisel, Jason Harris",2009,-21000000
2220,0,"Comedy, Family",31117,"baby, baseball, scientific study, computer, genius, mind control, good vs evil, baby geniuses",en,Superbabies: Baby Geniuses 2,5.886228,"Crystal Sky Worldwide, Triumph Films","Germany, United Kingdom, United States of America",9109322,88.0,English,Released,Superbabies: Baby Geniuses 2,1.9,35,"Jon Voight, Scott Baio, Vanessa Angel, Skyler Shaye, Whoopi Goldberg, Justin Chatwin, Peter Wingfield, Erik-Michael Estrada",2004,9109322
2221,0,"Action, Comedy, Crime",9074,"mistake in person, false identity, arms dealer, cop, police officer, dentist",en,The Man,6.925644999999999,New Line Cinema,United States of America,12382362,83.0,English,Released,The Man,5.4,133,"Samuel L. Jackson, Eugene Levy, Luke Goss, Miguel Ferrer, Susie Essman, Anthony Mackie, Gigi Rice, Rachael Crawford, Philip Akin, Christopher Murray, Joel S. Keller, John Hemphill, Kathryn Greenwood, George Ghali, Matt Cooke, Joe Sacco, Neville Edwards, Scott Wickware, Tomorrow Baldwin Montgomery, Geoffrey Bowes, Carrie Cain-Sparks, Leni Parker, Randy Butcher",2005,12382362
2223,20000000,Comedy,15673,"gay, drag queen, mistaken identity",en,Connie and Carla,6.102663,Universal Pictures,United States of America,11341016,98.0,English,Released,Connie and Carla,6.4,24,"Nia Vardalos, Toni Collette, David Duchovny, Stephen Spinella, Alec Mapa, Ian Gomez, Nick Sandow, Dash Mihok, Robert John Burke, Boris McGiver, Debbie Reynolds, Veena Sood, Fred Keating, Charles Payne",2004,-8658984
2224,8000000,"Comedy, Drama, Music, Romance",42618,"broken engagement, charity, celebrity, tragic love, dancehall girl, based on stage musical, based on film",en,Sweet Charity,0.7091430000000001,Universal Pictures,United States of America,20000000,149.0,English,Released,Sweet Charity,6.5,15,"Shirley MacLaine, John McMartin, Ricardo Montalban, Sammy Davis, Jr., Chita Rivera, Paula Kelly, Stubby Kaye, Barbara Bouchet, Suzanne Charney, Alan Hewitt, Dante DiPaolo",1969,12000000
2225,20000000,"Comedy, Romance, Crime, Drama, Mystery",171274,"based on novel, 1970s, private investigator, smoking marijuana, los angeles, 1960s",en,Inherent Vice,45.742217,"Ghoulardi Film Company, Warner Bros., IAC Films",United States of America,11110975,148.0,English,Released,Inherent Vice,6.5,833,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston, Reese Witherspoon, Benicio del Toro, Jena Malone, Maya Rudolph, Martin Short, Martin Donovan, Sasha Pieterse, Eric Roberts, Michael Kenneth Williams, Joanna Newsom, Jeannie Berlin, Serena Scott Thomas, Hong Chau, Christopher Allen Nelson, Sam Jaeger, Timothy Simons, Jillian Bell, Jordan Christian Hearn, Taylor Bonin, Martin Dew, Shannon Collis, Catherine Haena Kim, Vivienne Khaledi, Yvette Yates, Andrew Simpson, Joe Dioletto, Jack Kelly, The Growlers, Belladonna, Elaine Tan, Wilson Bethel, Anders Holm, Emmet Unverzagt, Erica Sullivan, Eva Fisher, Jackie Michele Johnson, Katie Schwartz, Charley Morgan, Keith Jardine, Delaina Mitchell, Michael Cotterman, Peter McRobbie, Shannon C. Sullivan, Samantha Lemole, Madison Leisle, Christian Williams, Jefferson Mays, Liam Van Joosten, Matt Doyle, David Prak, Amy Ferguson, Emma Dumont, Scott Aschenbrenner, Ashleigh Biller, Christina Bobrowsky, Peter Bonilla, Gregoer Boru, Marianne Bourg, Toyia Brown, Stu Brumbaugh, Seth Cash, Laura Lyon Rossi, Elizabeth Colunga, Emma Cooper, Nick de Graffenreid, Adam Dorsey, Ken Edling, Jenna Emery, Al Function, Brandy Futch, Lauren Goncher, Ellen Ho, Jessica Huss, Raiden Integra, Dallas James, Christopher Karl Johnson, Laura Kranz, Timothy Lally, Adeana Lane, Kira Legg, Tracy Ann Lisa, Blue LoLan, Dakota Lupo, Jacob Lyman, Amanda Maddox, Emilee Madrak, Kirstin Masters, Zach McMahon, Chelsea O'Toole, Shaun Parker, Rodney J. Richards, Philip Roosevelt, Osamu Saito, Joel Shock, Matthew Skomo, Chantal Thuy, Diana Elizabeth Torres",2014,-8889025
2227,20000000,"Music, Drama",109417,"musical, 3d",en,Battle of the Year,8.237336,Screen Gems,United States of America,16549477,110.0,English,Released,Battle of the Year,5.9,88,"Josh Holloway, Josh Peck, Chris Brown, Laz Alonso, Caity Lotz, Terrence Jenkins, Weronika Rosati, Ivan 'Flipz' Velez, Jesse Erwin, Steve Terada, Joshua Lee Ayers, Luis Rosado, Richard Maguire",2013,-3450523
2228,20000000,"Comedy, Fantasy",13948,"terrorist, parody, documentary filmmaker, sattire",en,An American Carol,2.6053740000000003,Mpower Pictures,United States of America,7000000,83.0,English,Released,An American Carol,4.1,20,"Kevin Farley, Kelsey Grammer, Leslie Nielsen, Trace Adkins, Robert Davi, Geoffrey Arend, Travis Schuldt, Jon Voight, James Woods, Dennis Hopper, Kevin Sorbo, Bill O'Reilly, David Alan Grier, Gary Coleman, Christopher McDonald, Serdar Kalsin, Oliver Muirhead, Karri Turner, Alaina Huffman, Paris Hilton, Simon Rex, Dana Lyn Baron, Julian Berlin, Cocoa Brown, Mary Castro, Nikki DeLoach, Susan Deming, Katie Gill, Cameron Goodman, Camille Grammer, Mary Hart, Kaleigh Kennedy, Simone Lotter, Jillian Murray, Gail O'Grady, Anna Osceola, Lu Parker, Amy Povich, Jane Park Smith, Jenna Vogeler, Lauren Lee Smith, Nadine Ellis, Marilyn Rising, Julianne Waters, Christy Williams, Alexander DiPersia",2008,-13000000
2229,12000000,"Action, Crime, Thriller",106747,"mexico, white house, nuclear missile, machete, outer space",en,Machete Kills,29.072964000000002,"Open Road Films, Overnight Films, AR Films, Aldamisa Entertainment, Demarest Films, 1821 Pictures, Quick Draw Productions",United States of America,15008161,107.0,"English, Español",Released,Machete Kills,5.3,631,"Danny Trejo, Mel Gibson, Amber Heard, Michelle Rodriguez, Sofía Vergara, Jessica Alba, Tom Savini, Lady Gaga, Vanessa Hudgens, Cuba Gooding Jr., Demián Bichir, Charlie Sheen, Antonio Banderas, Walton Goggins, William Sadler, Crystal Martinez, Alexa PenaVega, Billy Blair, Marko Zaror, Marci Madison, Alejandro Antonio, Callie Hernandez",2013,3008161
2230,22000000,Horror,10929,"bad boss, evil mother, revenge, humiliation, obedience",en,Willard,1.3225280000000001,"New Line Cinema, Hard Eight Pictures",United States of America,0,100.0,English,Released,Willard,5.8,82,"Crispin Glover, R. Lee Ermey, Laura Harring, Jackie Burroughs, Ashlyn Gere, William S. Taylor",2003,-22000000
2231,0,Comedy,14220,"tv show, bigfoot",en,Strange Wilderness,4.9613059999999995,"Paramount Pictures, Happy Madison Productions, Pelican Productions LLC",United States of America,6575282,87.0,English,Released,Strange Wilderness,4.7,69,"Steve Zahn, Allen Covert, Jonah Hill, Kevin Heffernan, Ashley Scott, Peter Dante, Harry Hamlin, Robert Patrick, Joe Don Baker, Blake Clark, Justin Long, Jeff Garlin, Ernest Borgnine, Oliver Hudson, Jake Abel, Jason Sandler",2008,6575282
2232,0,"Comedy, Drama, Music",46435,"prostitute, musical, biography, telephone call, cigar smoking, drink,  gilbert and sullivan, gilbert and sullivan's princess ida, piano duet, lyricist, exhibition",en,Topsy-Turvy,8.628519,"Newmarket Capital Group, Goldwyn Films, The Greenlight Fund, Thin Man Films","United Kingdom, United States of America",0,160.0,"English, Français, Deutsch, Italiano, 日本語",Released,Topsy-Turvy,6.7,41,"Allan Corduner, Jim Broadbent, Timothy Spall, Dexter Fletcher, Shirley Henderson, Ron Cook, Andy Serkis, Lesley Manville, Wendy Nottingham, Kevin McKidd, Martin Savage, Vincent Franklin, Nicholas Woodeson, Eleanor David, Sam Kelly, Alison Steadman, Kenneth Hadley, Sukie Smith, Jonathan Aris, Charles Simon, Francis Lee, Katrin Cartlidge, Julia Rayner, Dorothy Atkinson, Theresa Watson, Lavinia Bertram, Eve Pearce, Togo Igawa, Naoko Mori, Michael Simkins, Cathy Sara, Angela Curran, Mia Soteriou, Julian Bleach, Neil Salvage, Brid Brennan, Ashley Jensen, Richard Coyle, Kacey Ainsworth, Debbie Chazen, Rosie Cavaliero, Monica Dolan, Mark Benton, Steve Speirs",1999,0
2233,20000000,"Comedy, Drama, War",256962,"japanese, world war ii, spirituality",en,Little Boy,12.232047999999999,"Metanoia Films, Santa Fé Films","Mexico, United States of America",6420319,106.0,English,Released,Little Boy,7.0,185,"Jakob Salvati, Emily Watson, Cary-Hiroyuki Tagawa, Michael Rapaport, David Henrie, Ben Chaplin, Eduardo Verástegui, Ted Levine, Ali Landry, Abraham Benrubi, Kevin James, Tom Wilkinson, Toby Huss, Kelly Greyson, Candice Azzara, Rick Mora, James DuMont, Travis T. Flory, Sam Kindseth, David Ury, James MacDonald, Winston James Francis, Lorna Scott, Lukas Behnken, Montserrat Espadalé, Mary Stein, Masashi Odate, Theodora Greece, Ric Sarabia, Eijiro Ozaki, Jennifer Cadena, Masami Kosaka, Matthew J. Cates, Scott Subiono, Aaron Leddick, J. Skylar Testa, Alex Trevino, C.K. McFarland, Michael D. Nye, Matthew Scott Miller, Eddie Driscoll, Jill Kelly, Eiji Inoue, Keisuke Akizawa, Tokio Sasaki, Tommy Lamey, Kenny Davis, Fernando Sur, Barry Ford, Yoshio Iizuka, Ike Kawaguchi, Americus Abesamis, Kenji Nakamura, Robert Noble, Chuck Lines, Jon Bangle, Zero Kazama, Kaiser Johnson, Luke Custer, Brian Takahashi, Andy Geller, Lawrence Thomas, Jared Jacobsen, Mitchell Hesley, Peter T. Mai, Pietro Schito, Logan Ludwig, Larry Dean, Raquel Vázquez Gutiérrez, Elijah Villegas, Janet Worner, Janice Matthews, Bruce Morningstar, Kate Shalander, Cole Hurst, Craig Strawn, Tim Staples, Rene Flores, Michael Coates, Brian Hatch, Miguel Angel Varela Fimbres",2015,-13579681
2234,15000000,"Drama, Thriller",48231,"based on novel, psychoanalysis, sigmund freud, biography, spanking, based on play, cigar smoking, cheating husband, based on true events",en,A Dangerous Method,27.133277000000003,"Recorded Pictures Company, The Movie Network, Millbrook Pictures, Prospero Pictures, Lago Film, Dangerous Method Film AG","Switzerland, United Kingdom, Germany, Canada",27462041,99.0,English,Released,A Dangerous Method,6.2,571,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Sarah Gadon, Vincent Cassel, André Hennicke, Arndt Schwering-Sohnrey, Mignon Remé, Mareike Carrière, Franziska Arndt, Wladimir Matuchin, André Dietz, Anna Thalbach, Sarah Marecek, Björn Geske, Markus Haase, Christian Serritiello, Clemens Giebel, Theo Meller, Jost Grix, Severin von Hoensbroech, Torsten Knippertz, Dirk S. Greis, Katharina Palm, Nina Azizi, Julie Chevallier, Cynthia Cosima, Mirko Guckeisen, Julia Mack, Andrea Magro, Aaron Keller, Nadine Salomon, Naike Jaszczyk, Sarah Adams",2011,12462041
2235,8700000,"Animation, Science Fiction, Thriller",3509,"california, detective, based on novel, dream, undercover, cocaine, brain, exam, future, test, dystopia, assignment, cyberpunk, drug, surveillance, totalitarian, corporation, substance, schizophrenic, condition, neo-noir",en,A Scanner Darkly,26.093042999999998,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions",United States of America,7659918,100.0,English,Released,A Scanner Darkly,6.8,532,"Keanu Reeves, Winona Ryder, Woody Harrelson, Robert Downey Jr., Mitch Baker, Steven Chester Prince, Natasha Valdez, Angela Rawna, Chamblee Ferguson, Melody Chase, Rory Cochrane, Turk Pipkin, Dameon Clarke, Jason Douglas, Marco Perella, Alex Jones",2006,-1040082
2236,0,Drama,82684,"wave, surfing, sport, mentor protégé relationship, santa cruz california",en,Chasing Mavericks,13.621201000000001,"Fox 2000 Pictures, Walden Media",United States of America,0,117.0,English,Released,Chasing Mavericks,7.0,216,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin, Taylor Handley, Channon Roe, Jenica Bergere, Cooper Timberline, Harley Graham, Steven Wiig, Andy Arness, Scott Eastwood",2012,0
2237,20000000,"Action, Fantasy, Horror, Thriller",12142,"detective, monster, professor, island, museum, darkness, alien life-form, paranormal, artifact, slow motion scene, flashback sequence, zombie, based on video game, occultism",en,Alone in the Dark,9.292987,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions, Lionsgate, Infogrames Entertainment","Canada, Germany, United States of America",10442808,96.0,"English, Português",Released,Alone in the Dark,3.1,173,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Matthew Walker, Will Sanderson, Mark Acheson, Darren Shahlavi, Karin Konoval, Craig Bruhnanski, Kwesi Ameyaw, Dustyn Arthurs, Catherine Lough Haggquist, Ed Anders, Michael P. Northey, Malcolm Scott, Ryan Drescher, Sean Campbell, Sarah Deakins, Daniel Cudmore, Françoise Yip, Ho-Sung Pak, Mike Dopud, Ona Grauer, Brendan Fletcher, Donna Lysell, John Fallon, Dean Redman, Brad Turner",2005,-9557192
2238,20000000,"Comedy, Drama, Family, Music",23367,"new jersey, musical, battle of the bands, teenager, rock band",en,Bandslam,7.716606,"Summit Entertainment, Goldsmith-Thomas Productions, Walden Media",United States of America,5210988,111.0,English,Released,Bandslam,5.4,126,"Vanessa Hudgens, Aly Michalka, Gaelan Connell, Lisa Kudrow, Scott Porter, Ryan Donowho, Charlie Saxton, Tim Jo, Elvy Yost, Lisa Chung, J.W. Wright, Blair Bomar, Casey Williams, Maggie Maye, Zach Thatcher, Derek Cox-Berg, Matt Hensarling, Cassidy Johnson, Landon Henninger, Nathan McCray, Kai Roach, Chris Copeland, James Hairston, Chance Morgan, Matt Moody, Marley Whistler, Wyatt Adams, Farah White, Nikka Graff Lanzarone, Bobby Bones, Jonathan Rice, Ryan Ciardo, Will Johnson, Bryan Chafin, Rebecca Petro, David Bowie, Valin Zamarron, Candice Jackson, Manjeri Krishna, Benjamin Kessler, Andrew Glen Rector, Juan Lopez, Evan Butts, Chris Ritchie, Aaron Lemke, Krystal Morton, Todd Graff, Julian Riano, Joey Olivares, Nadia Sahari, Joshua Montoya, Michael Cuomo",2009,-14789012
